state,quarter,year,qtr_num,admin_period,ca_count,cb_count,rc_count,ulp_total,rc_certified,rc_cert_rate,ca_employees,rc_employees,ca_median_duration,rc_median_duration,ca_multi_allege_pct,n_retaliation,n_coercion,n_coercive_rules,n_bargaining,n_discrimination,n_surveillance,ca_count_lag1,ulp_total_lag1,n_retaliation_lag1,ca_count_lag2,ulp_total_lag2,n_retaliation_lag2,ca_count_lag4,ulp_total_lag4,n_retaliation_lag4,ca_yoy,rc_yoy
AK,2013Q1,2013,1,1_Pro-Labor_Expansion,27,3,2,30,1,0.5,78.0,52.5,112.0,314.5,0.9629629629629629,5,2,0,16,11,3,,,,,,,,,,,
AK,2013Q2,2013,2,1_Pro-Labor_Expansion,10,3,4,13,0,0.0,23.0,13.5,61.0,78.5,0.9,1,0,0,7,0,1,27.0,30.0,5.0,,,,,,,,
AK,2013Q3,2013,3,1_Pro-Labor_Expansion,10,2,3,12,2,0.6666666666666666,216.5,26.0,123.5,125.0,0.9,0,0,0,8,1,0,10.0,13.0,1.0,27.0,30.0,5.0,,,,,
AK,2013Q4,2013,4,1_Pro-Labor_Expansion,25,1,3,26,2,0.6666666666666666,200.0,4.0,68.0,49.0,1.0,6,3,1,15,6,6,10.0,12.0,0.0,10.0,13.0,1.0,,,,,
AK,2014Q1,2014,1,1_Pro-Labor_Expansion,16,3,4,19,2,0.5,56.5,9.5,188.0,39.0,0.9375,3,3,2,8,6,1,25.0,26.0,6.0,10.0,12.0,0.0,27.0,30.0,5.0,-40.74074074074075,100.0
AK,2014Q2,2014,2,1_Pro-Labor_Expansion,11,0,4,11,2,0.5,13.0,7.0,166.0,55.0,1.0,2,4,0,7,2,2,16.0,19.0,3.0,25.0,26.0,6.0,10.0,13.0,1.0,10.000000000000009,0.0
AK,2014Q3,2014,3,1_Pro-Labor_Expansion,29,6,1,35,0,0.0,50.0,11.0,111.0,262.0,1.0,11,4,1,16,13,8,11.0,11.0,2.0,16.0,19.0,3.0,10.0,12.0,0.0,190.0,-66.66666666666667
AK,2014Q4,2014,4,1_Pro-Labor_Expansion,20,2,3,22,3,1.0,111.0,5.0,72.0,61.0,1.0,5,1,1,13,9,1,29.0,35.0,11.0,11.0,11.0,2.0,25.0,26.0,6.0,-19.999999999999996,0.0
AK,2015Q1,2015,1,1_Pro-Labor_Expansion,9,4,2,13,2,1.0,102.0,11.0,292.0,37.0,1.0,2,0,0,7,3,0,20.0,22.0,5.0,29.0,35.0,11.0,16.0,19.0,3.0,-43.75,-50.0
AK,2015Q2,2015,2,1_Pro-Labor_Expansion,10,3,1,13,0,0.0,151.0,5.0,284.0,45.0,1.0,6,0,2,6,5,0,9.0,13.0,2.0,20.0,22.0,5.0,11.0,11.0,2.0,-9.090909090909093,-75.0
AK,2015Q3,2015,3,1_Pro-Labor_Expansion,9,1,1,10,1,1.0,23.0,21.0,53.0,62.0,1.0,3,0,0,6,5,0,10.0,13.0,6.0,9.0,13.0,2.0,29.0,35.0,11.0,-68.96551724137932,0.0
AK,2015Q4,2015,4,1_Pro-Labor_Expansion,10,4,2,14,1,0.5,175.0,6.5,114.5,28.5,1.0,2,2,0,6,6,3,9.0,10.0,3.0,10.0,13.0,6.0,20.0,22.0,5.0,-50.0,-33.333333333333336
AK,2016Q1,2016,1,1_Pro-Labor_Expansion,6,11,2,17,1,0.5,20.5,3.5,94.0,24.0,1.0,1,0,0,3,4,1,10.0,14.0,2.0,9.0,10.0,3.0,9.0,13.0,2.0,-33.333333333333336,0.0
AK,2016Q2,2016,2,1_Pro-Labor_Expansion,9,11,2,20,1,0.5,101.0,11.5,76.0,39.5,1.0,2,2,0,6,3,4,6.0,17.0,1.0,10.0,14.0,2.0,10.0,13.0,6.0,-9.999999999999998,100.0
AK,2016Q3,2016,3,1_Pro-Labor_Expansion,5,1,1,6,0,0.0,10.0,3.0,99.0,8.0,1.0,1,1,0,2,1,1,9.0,20.0,2.0,6.0,17.0,1.0,9.0,10.0,3.0,-44.44444444444444,0.0
AK,2016Q4,2016,4,1_Pro-Labor_Expansion,6,6,0,12,0,,200.0,,112.0,,1.0,0,2,1,4,1,3,5.0,6.0,1.0,9.0,20.0,2.0,10.0,14.0,2.0,-40.0,-100.0
AK,2017Q1,2017,1,2_Employer-Favorable,27,11,3,38,1,0.3333333333333333,19.0,7.0,50.0,30.0,1.0,4,2,3,19,3,2,6.0,12.0,0.0,5.0,6.0,1.0,6.0,17.0,1.0,350.0,50.0
AK,2017Q2,2017,2,2_Employer-Favorable,12,5,3,17,2,0.6666666666666666,60.0,9.0,64.5,21.0,1.0,5,2,1,8,4,1,27.0,38.0,4.0,6.0,12.0,0.0,9.0,20.0,2.0,33.33333333333333,50.0
AK,2017Q3,2017,3,2_Employer-Favorable,12,0,0,12,0,,200.0,,22.0,,1.0,2,1,1,6,2,1,12.0,17.0,5.0,27.0,38.0,4.0,5.0,6.0,1.0,140.0,-100.0
AK,2017Q4,2017,4,2_Employer-Favorable,11,3,1,14,1,1.0,200.0,150.0,54.0,28.0,1.0,2,0,0,9,2,0,12.0,12.0,2.0,12.0,17.0,5.0,6.0,12.0,0.0,83.33333333333333,inf
AK,2018Q1,2018,1,2_Employer-Favorable,16,3,0,19,0,,120.0,,171.0,,1.0,2,0,0,12,4,0,11.0,14.0,2.0,12.0,12.0,2.0,27.0,38.0,4.0,-40.74074074074075,-100.0
AK,2018Q2,2018,2,2_Employer-Favorable,30,11,2,41,1,0.5,120.0,12.0,91.0,19.5,1.0,10,0,2,14,10,6,16.0,19.0,2.0,11.0,14.0,2.0,12.0,17.0,5.0,150.0,-33.333333333333336
AK,2018Q3,2018,3,2_Employer-Favorable,25,6,2,31,1,0.5,120.0,18.5,159.5,134.0,1.0,5,1,2,14,9,3,30.0,41.0,10.0,16.0,19.0,2.0,12.0,12.0,2.0,108.33333333333334,inf
AK,2018Q4,2018,4,2_Employer-Favorable,29,3,1,32,0,0.0,100.0,3.0,78.0,8.0,1.0,7,7,1,13,4,2,25.0,31.0,5.0,30.0,41.0,10.0,11.0,14.0,2.0,163.63636363636363,0.0
AK,2019Q1,2019,1,2_Employer-Favorable,13,8,0,21,0,,120.0,,62.0,,1.0,4,1,1,6,2,1,29.0,32.0,7.0,25.0,31.0,5.0,16.0,19.0,2.0,-18.75,
AK,2019Q2,2019,2,2_Employer-Favorable,14,5,2,19,2,1.0,120.0,24.0,52.0,42.5,1.0,2,0,0,10,5,2,13.0,21.0,4.0,29.0,32.0,7.0,30.0,41.0,10.0,-53.333333333333336,0.0
AK,2019Q3,2019,3,2_Employer-Favorable,10,5,2,15,2,1.0,110.0,35.0,149.5,32.0,1.0,3,1,0,8,2,2,14.0,19.0,2.0,13.0,21.0,4.0,25.0,31.0,5.0,-60.0,0.0
AK,2019Q4,2019,4,2_Employer-Favorable,10,11,1,21,1,1.0,200.0,50.0,162.0,31.0,1.0,5,2,1,4,4,1,10.0,15.0,3.0,14.0,19.0,2.0,29.0,32.0,7.0,-65.51724137931035,0.0
AK,2020Q1,2020,1,2_Employer-Favorable,5,5,2,10,0,0.0,150.0,28.0,250.0,182.5,1.0,1,0,0,4,1,0,10.0,21.0,5.0,10.0,15.0,3.0,13.0,21.0,4.0,-61.53846153846154,inf
AK,2020Q2,2020,2,2_Employer-Favorable,11,2,0,13,0,,93.0,,68.0,,1.0,1,2,0,10,1,1,5.0,10.0,1.0,10.0,21.0,5.0,14.0,19.0,2.0,-21.42857142857143,-100.0
AK,2020Q3,2020,3,2_Employer-Favorable,1,1,8,2,4,0.5,200.0,13.0,87.0,88.5,1.0,0,0,0,0,0,0,11.0,13.0,1.0,5.0,10.0,1.0,10.0,15.0,3.0,-90.0,300.0
AK,2020Q4,2020,4,2_Employer-Favorable,2,1,0,3,0,,25.0,,31.0,,1.0,2,0,0,0,1,0,1.0,2.0,0.0,11.0,13.0,1.0,10.0,21.0,5.0,-80.0,-100.0
AK,2021Q1,2021,1,3_Labor_Restoration,3,0,1,3,1,1.0,203.0,16.0,34.0,94.0,1.0,1,1,0,2,0,2,2.0,3.0,2.0,1.0,2.0,0.0,5.0,10.0,1.0,-40.0,-50.0
AK,2021Q2,2021,2,3_Labor_Restoration,1,4,1,5,1,1.0,1.0,8.0,69.0,66.0,1.0,1,0,0,0,1,1,3.0,3.0,1.0,2.0,3.0,2.0,11.0,13.0,1.0,-90.9090909090909,inf
AK,2021Q3,2021,3,3_Labor_Restoration,7,0,0,7,0,,30.0,,397.0,,1.0,2,2,0,4,2,3,1.0,5.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,600.0,-100.0
AK,2021Q4,2021,4,3_Labor_Restoration,5,1,1,6,1,1.0,130.0,2.0,91.0,75.0,1.0,3,0,0,2,2,0,7.0,7.0,2.0,1.0,5.0,1.0,2.0,3.0,2.0,150.0,inf
AK,2022Q1,2022,1,3_Labor_Restoration,9,2,0,11,0,,171.0,,200.0,,1.0,2,2,0,7,1,2,5.0,6.0,3.0,7.0,7.0,2.0,3.0,3.0,1.0,200.0,-100.0
AK,2022Q2,2022,2,3_Labor_Restoration,8,2,3,10,2,0.6666666666666666,94.0,38.0,70.5,70.0,1.0,2,0,0,6,3,3,9.0,11.0,2.0,5.0,6.0,3.0,1.0,5.0,1.0,700.0,200.0
AK,2022Q3,2022,3,3_Labor_Restoration,4,3,3,7,1,0.3333333333333333,164.5,10.0,647.0,15.0,1.0,1,0,0,2,1,1,8.0,10.0,2.0,9.0,11.0,2.0,7.0,7.0,2.0,-42.85714285714286,inf
AK,2022Q4,2022,4,3_Labor_Restoration,3,2,3,5,2,0.6666666666666666,158.0,6.0,191.0,133.0,1.0,0,0,0,3,0,0,4.0,7.0,1.0,8.0,10.0,2.0,5.0,6.0,3.0,-40.0,200.0
AK,2023Q1,2023,1,3_Labor_Restoration,16,1,2,17,2,1.0,140.0,20.0,245.0,106.5,1.0,1,1,0,15,2,1,3.0,5.0,0.0,4.0,7.0,1.0,9.0,11.0,2.0,77.77777777777777,inf
AK,2023Q2,2023,2,3_Labor_Restoration,8,3,2,11,2,1.0,140.0,48.5,448.5,56.5,1.0,3,1,0,5,1,0,16.0,17.0,1.0,3.0,5.0,0.0,8.0,10.0,2.0,0.0,-33.333333333333336
AK,2023Q3,2023,3,4_Cemex_Era,3,2,0,5,0,,150.0,,205.0,,1.0,1,0,1,1,0,0,8.0,11.0,3.0,16.0,17.0,1.0,4.0,7.0,1.0,-25.0,-100.0
AK,2023Q4,2023,4,4_Cemex_Era,4,3,1,7,0,0.0,75.5,5.0,82.5,30.0,1.0,1,0,0,3,2,0,3.0,5.0,1.0,8.0,11.0,3.0,3.0,5.0,0.0,33.33333333333333,-66.66666666666667
AK,2024Q1,2024,1,4_Cemex_Era,7,0,1,7,1,1.0,150.0,379.0,104.0,75.0,1.0,2,0,1,5,3,1,4.0,7.0,1.0,3.0,5.0,1.0,16.0,17.0,1.0,-56.25,-50.0
AK,2024Q2,2024,2,4_Cemex_Era,15,1,4,16,0,0.0,9.0,39.5,272.0,88.0,1.0,4,3,0,10,8,3,7.0,7.0,2.0,4.0,7.0,1.0,8.0,11.0,3.0,87.5,100.0
AK,2024Q3,2024,3,4_Cemex_Era,13,1,6,14,3,0.5,130.0,25.0,131.0,52.5,1.0,3,2,2,9,4,0,15.0,16.0,4.0,7.0,7.0,2.0,3.0,5.0,1.0,333.3333333333333,inf
AK,2024Q4,2024,4,4_Cemex_Era,9,1,5,10,0,0.0,729.0,5.0,164.5,6.0,1.0,0,1,1,5,0,3,13.0,14.0,3.0,15.0,16.0,4.0,4.0,7.0,1.0,125.0,400.0
AL,2013Q1,2013,1,1_Pro-Labor_Expansion,33,9,1,42,0,0.0,400.0,47.0,54.0,20.0,1.0,8,2,0,22,13,2,,,,,,,,,,,
AL,2013Q2,2013,2,1_Pro-Labor_Expansion,47,10,2,57,1,0.5,200.0,70.0,55.0,41.0,1.0,19,9,4,20,14,2,33.0,42.0,8.0,,,,,,,,
AL,2013Q3,2013,3,1_Pro-Labor_Expansion,51,14,5,65,1,0.2,350.0,21.0,95.0,50.0,1.0,29,11,4,12,23,12,47.0,57.0,19.0,33.0,42.0,8.0,,,,,
AL,2013Q4,2013,4,1_Pro-Labor_Expansion,28,7,2,35,1,0.5,300.0,72.0,68.5,51.5,1.0,12,4,1,10,10,5,51.0,65.0,29.0,47.0,57.0,19.0,,,,,
AL,2014Q1,2014,1,1_Pro-Labor_Expansion,37,12,3,49,0,0.0,100.0,65.0,104.0,37.0,1.0,13,3,1,22,8,2,28.0,35.0,12.0,51.0,65.0,29.0,33.0,42.0,8.0,12.12121212121211,200.0
AL,2014Q2,2014,2,1_Pro-Labor_Expansion,64,9,6,73,4,0.6666666666666666,200.0,47.5,64.5,57.0,1.0,18,4,3,36,13,9,37.0,49.0,13.0,28.0,35.0,12.0,47.0,57.0,19.0,36.170212765957444,200.0
AL,2014Q3,2014,3,1_Pro-Labor_Expansion,54,7,5,61,3,0.6,77.5,50.0,125.0,244.0,1.0,16,11,4,24,15,7,64.0,73.0,18.0,37.0,49.0,13.0,51.0,65.0,29.0,5.882352941176472,0.0
AL,2014Q4,2014,4,1_Pro-Labor_Expansion,65,11,2,76,0,0.0,75.0,77.5,140.0,18.0,1.0,24,15,3,27,20,10,54.0,61.0,16.0,64.0,73.0,18.0,28.0,35.0,12.0,132.14285714285717,0.0
AL,2015Q1,2015,1,1_Pro-Labor_Expansion,60,8,5,68,1,0.2,98.5,25.0,72.5,22.0,1.0,17,10,4,30,15,9,65.0,76.0,24.0,54.0,61.0,16.0,37.0,49.0,13.0,62.16216216216217,66.66666666666667
AL,2015Q2,2015,2,1_Pro-Labor_Expansion,43,5,3,48,2,0.6666666666666666,100.0,85.0,76.0,30.0,1.0,17,12,2,17,19,3,60.0,68.0,17.0,65.0,76.0,24.0,64.0,73.0,18.0,-32.8125,-50.0
AL,2015Q3,2015,3,1_Pro-Labor_Expansion,48,13,4,61,1,0.25,100.0,142.0,65.0,33.5,1.0,16,4,3,26,15,3,43.0,48.0,17.0,60.0,68.0,17.0,54.0,61.0,16.0,-11.111111111111116,-19.999999999999996
AL,2015Q4,2015,4,1_Pro-Labor_Expansion,49,13,6,62,0,0.0,100.0,18.5,85.0,21.0,1.0,15,5,2,25,12,3,48.0,61.0,16.0,43.0,48.0,17.0,65.0,76.0,24.0,-24.615384615384617,200.0
AL,2016Q1,2016,1,1_Pro-Labor_Expansion,45,9,7,54,2,0.2857142857142857,100.0,5.0,79.0,8.0,1.0,14,3,4,26,11,2,49.0,62.0,15.0,48.0,61.0,16.0,60.0,68.0,17.0,-25.0,39.99999999999999
AL,2016Q2,2016,2,1_Pro-Labor_Expansion,42,11,5,53,3,0.6,102.5,12.0,88.5,29.0,0.9761904761904762,16,8,2,18,12,5,45.0,54.0,14.0,49.0,62.0,15.0,43.0,48.0,17.0,-2.3255813953488413,66.66666666666667
AL,2016Q3,2016,3,1_Pro-Labor_Expansion,60,11,3,71,3,1.0,80.0,6.0,78.0,32.0,1.0,23,12,7,30,17,4,42.0,53.0,16.0,45.0,54.0,14.0,48.0,61.0,16.0,25.0,-25.0
AL,2016Q4,2016,4,1_Pro-Labor_Expansion,47,6,5,53,1,0.2,50.5,39.0,86.0,28.0,1.0,19,5,3,20,17,4,60.0,71.0,23.0,42.0,53.0,16.0,49.0,62.0,15.0,-4.081632653061229,-16.666666666666664
AL,2017Q1,2017,1,2_Employer-Favorable,39,7,7,46,4,0.5714285714285714,102.5,15.0,91.0,27.5,1.0,18,1,2,20,18,1,47.0,53.0,19.0,60.0,71.0,23.0,45.0,54.0,14.0,-13.33333333333333,0.0
AL,2017Q2,2017,2,2_Employer-Favorable,40,6,1,46,0,0.0,100.0,130.0,138.0,6.0,1.0,14,4,4,22,14,4,39.0,46.0,18.0,47.0,53.0,19.0,42.0,53.0,16.0,-4.761904761904767,-80.0
AL,2017Q3,2017,3,2_Employer-Favorable,37,6,10,43,4,0.4,122.0,13.5,101.0,35.0,1.0,16,4,3,18,12,7,40.0,46.0,14.0,39.0,46.0,18.0,60.0,71.0,23.0,-38.33333333333333,233.33333333333334
AL,2017Q4,2017,4,2_Employer-Favorable,51,7,0,58,0,,110.0,,41.5,,0.9803921568627451,15,8,0,28,15,4,37.0,43.0,16.0,40.0,46.0,14.0,47.0,53.0,19.0,8.51063829787233,-100.0
AL,2018Q1,2018,1,2_Employer-Favorable,54,10,2,64,1,0.5,200.0,192.0,80.0,124.0,1.0,22,10,2,24,19,5,51.0,58.0,15.0,37.0,43.0,16.0,39.0,46.0,18.0,38.46153846153846,-71.42857142857143
AL,2018Q2,2018,2,2_Employer-Favorable,52,16,4,68,2,0.5,80.0,104.5,110.5,36.5,0.9807692307692307,23,12,1,18,18,1,54.0,64.0,22.0,51.0,58.0,15.0,40.0,46.0,14.0,30.000000000000004,300.0
AL,2018Q3,2018,3,2_Employer-Favorable,39,7,2,46,0,0.0,120.0,121.5,79.0,22.0,1.0,17,6,3,16,17,6,52.0,68.0,23.0,54.0,64.0,22.0,37.0,43.0,16.0,5.405405405405395,-80.0
AL,2018Q4,2018,4,2_Employer-Favorable,25,9,6,34,3,0.5,165.0,22.5,70.0,34.0,0.96,9,0,1,12,7,0,39.0,46.0,17.0,52.0,68.0,23.0,51.0,58.0,15.0,-50.98039215686274,inf
AL,2019Q1,2019,1,2_Employer-Favorable,26,12,2,38,0,0.0,63.0,55.5,59.5,362.0,1.0,6,3,1,14,12,2,25.0,34.0,9.0,39.0,46.0,17.0,54.0,64.0,22.0,-51.85185185185186,0.0
AL,2019Q2,2019,2,2_Employer-Favorable,33,23,1,56,0,0.0,100.0,24.0,147.0,32.0,1.0,11,5,1,13,15,5,26.0,38.0,6.0,25.0,34.0,9.0,52.0,68.0,23.0,-36.53846153846154,-75.0
AL,2019Q3,2019,3,2_Employer-Favorable,34,12,2,46,2,1.0,62.5,42.5,95.0,33.5,1.0,12,6,3,13,15,4,33.0,56.0,11.0,26.0,38.0,6.0,39.0,46.0,17.0,-12.82051282051282,0.0
AL,2019Q4,2019,4,2_Employer-Favorable,43,15,1,58,0,0.0,85.0,25.0,72.0,83.0,1.0,11,3,1,23,15,3,34.0,46.0,12.0,33.0,56.0,11.0,25.0,34.0,9.0,72.0,-83.33333333333334
AL,2020Q1,2020,1,2_Employer-Favorable,34,12,3,46,1,0.3333333333333333,118.0,21.0,92.0,34.0,1.0,12,9,1,13,17,4,43.0,58.0,11.0,34.0,46.0,12.0,26.0,38.0,6.0,30.76923076923077,50.0
AL,2020Q2,2020,2,2_Employer-Favorable,22,4,1,26,1,1.0,100.0,5.0,47.5,45.0,1.0,8,2,2,11,10,1,34.0,46.0,12.0,43.0,58.0,11.0,33.0,56.0,11.0,-33.333333333333336,0.0
AL,2020Q3,2020,3,2_Employer-Favorable,23,5,1,28,0,0.0,50.0,72.0,24.0,96.0,1.0,12,1,4,6,6,0,22.0,26.0,8.0,34.0,46.0,12.0,34.0,46.0,12.0,-32.35294117647059,-50.0
AL,2020Q4,2020,4,2_Employer-Favorable,30,6,3,36,0,0.0,100.0,165.0,37.0,77.5,1.0,12,7,4,10,8,1,23.0,28.0,12.0,22.0,26.0,8.0,43.0,58.0,11.0,-30.23255813953488,200.0
AL,2021Q1,2021,1,3_Labor_Restoration,22,4,0,26,0,,225.0,,50.5,,0.9545454545454546,7,2,1,7,11,2,30.0,36.0,12.0,23.0,28.0,12.0,34.0,46.0,12.0,-35.29411764705882,-100.0
AL,2021Q2,2021,2,3_Labor_Restoration,20,17,1,37,0,0.0,210.0,21.0,31.5,48.0,0.95,6,2,4,10,6,1,22.0,26.0,7.0,30.0,36.0,12.0,22.0,26.0,8.0,-9.090909090909093,0.0
AL,2021Q3,2021,3,3_Labor_Restoration,30,27,4,57,1,0.25,195.0,11.0,71.5,55.0,1.0,12,5,3,17,10,0,20.0,37.0,6.0,22.0,26.0,7.0,23.0,28.0,12.0,30.434782608695656,300.0
AL,2021Q4,2021,4,3_Labor_Restoration,19,6,2,25,2,1.0,75.0,7.5,58.0,73.0,1.0,6,4,1,12,6,0,30.0,57.0,12.0,20.0,37.0,6.0,30.0,36.0,12.0,-36.66666666666667,-33.333333333333336
AL,2022Q1,2022,1,3_Labor_Restoration,35,11,2,46,0,0.0,600.0,54.5,93.0,27.0,0.9714285714285714,8,7,4,11,10,11,19.0,25.0,6.0,30.0,57.0,12.0,22.0,26.0,7.0,59.09090909090908,inf
AL,2022Q2,2022,2,3_Labor_Restoration,21,8,4,29,4,1.0,125.0,33.5,111.0,51.0,1.0,8,3,3,10,7,5,35.0,46.0,8.0,19.0,25.0,6.0,20.0,37.0,6.0,5.000000000000004,300.0
AL,2022Q3,2022,3,3_Labor_Restoration,78,14,3,92,0,0.0,100.0,179.0,512.0,25.0,0.9871794871794872,56,48,5,18,50,6,21.0,29.0,8.0,35.0,46.0,8.0,30.0,57.0,12.0,160.0,-25.0
AL,2022Q4,2022,4,3_Labor_Restoration,48,10,4,58,0,0.0,475.0,32.5,91.0,31.5,1.0,12,6,2,26,13,6,78.0,92.0,56.0,21.0,29.0,8.0,19.0,25.0,6.0,152.6315789473684,100.0
AL,2023Q1,2023,1,3_Labor_Restoration,38,4,4,42,2,0.5,77.5,12.5,68.5,23.5,1.0,19,6,3,13,10,5,48.0,58.0,12.0,78.0,92.0,56.0,35.0,46.0,8.0,8.571428571428562,100.0
AL,2023Q2,2023,2,3_Labor_Restoration,42,17,3,59,1,0.3333333333333333,100.0,10.0,148.0,44.0,1.0,26,4,5,26,19,2,38.0,42.0,19.0,48.0,58.0,12.0,21.0,29.0,8.0,100.0,-25.0
AL,2023Q3,2023,3,3_Labor_Restoration,44,11,0,55,0,,100.0,,124.0,,1.0,24,5,4,16,21,7,42.0,59.0,26.0,38.0,42.0,19.0,78.0,92.0,56.0,-43.58974358974359,-100.0
AL,2023Q4,2023,4,4_Cemex_Era,44,6,3,50,3,1.0,100.0,12.0,256.0,33.0,1.0,28,4,3,15,18,3,44.0,55.0,24.0,42.0,59.0,26.0,48.0,58.0,12.0,-8.333333333333337,-25.0
AL,2024Q1,2024,1,4_Cemex_Era,48,10,4,58,2,0.5,100.0,2.0,125.0,20.0,1.0,24,5,7,23,13,5,44.0,50.0,28.0,44.0,55.0,24.0,38.0,42.0,19.0,26.315789473684205,0.0
AL,2024Q2,2024,2,4_Cemex_Era,48,11,4,59,2,0.6666666666666666,300.0,4.0,81.5,41.0,1.0,14,7,7,23,12,4,48.0,58.0,24.0,44.0,50.0,28.0,42.0,59.0,26.0,14.28571428571428,33.33333333333333
AL,2024Q3,2024,3,4_Cemex_Era,42,9,1,51,1,1.0,89.0,7.0,219.0,38.0,1.0,21,4,13,17,17,4,48.0,59.0,14.0,48.0,58.0,24.0,44.0,55.0,24.0,-4.545454545454541,inf
AL,2024Q4,2024,4,4_Cemex_Era,31,17,1,48,1,1.0,100.0,20.0,271.0,46.0,1.0,15,1,6,12,11,3,42.0,51.0,21.0,48.0,59.0,14.0,44.0,50.0,28.0,-29.54545454545454,-66.66666666666667
AR,2013Q1,2013,1,1_Pro-Labor_Expansion,48,5,1,53,0,0.0,180.0,50.0,63.5,50.0,1.0,8,11,1,19,18,14,,,,,,,,,,,
AR,2013Q2,2013,2,1_Pro-Labor_Expansion,54,5,0,59,0,,178.5,,77.0,,1.0,18,8,0,21,25,5,48.0,53.0,8.0,,,,,,,,
AR,2013Q3,2013,3,1_Pro-Labor_Expansion,33,11,1,44,0,0.0,130.0,65.0,162.0,50.0,1.0,14,7,6,12,9,4,54.0,59.0,18.0,48.0,53.0,8.0,,,,,
AR,2013Q4,2013,4,1_Pro-Labor_Expansion,23,6,1,29,0,0.0,171.0,1700.0,72.0,40.0,1.0,12,3,0,5,13,2,33.0,44.0,14.0,54.0,59.0,18.0,,,,,
AR,2014Q1,2014,1,1_Pro-Labor_Expansion,33,6,1,39,1,1.0,300.0,16.0,84.0,47.0,1.0,9,4,3,10,20,3,23.0,29.0,12.0,33.0,44.0,14.0,48.0,53.0,8.0,-31.25,0.0
AR,2014Q2,2014,2,1_Pro-Labor_Expansion,19,4,2,23,0,0.0,80.0,15.0,107.0,53.0,1.0,5,3,2,6,7,3,33.0,39.0,9.0,23.0,29.0,12.0,54.0,59.0,18.0,-64.81481481481481,inf
AR,2014Q3,2014,3,1_Pro-Labor_Expansion,63,5,2,68,2,1.0,80.0,17.0,69.0,70.0,1.0,19,12,7,18,13,11,19.0,23.0,5.0,33.0,39.0,9.0,33.0,44.0,14.0,90.90909090909092,100.0
AR,2014Q4,2014,4,1_Pro-Labor_Expansion,35,3,2,38,0,0.0,50.0,23.0,62.0,55.0,0.8571428571428571,9,3,7,6,7,1,63.0,68.0,19.0,19.0,23.0,5.0,23.0,29.0,12.0,52.17391304347827,100.0
AR,2015Q1,2015,1,1_Pro-Labor_Expansion,36,11,1,47,0,0.0,50.0,43.0,100.0,36.0,0.8333333333333334,21,3,2,2,10,0,35.0,38.0,9.0,63.0,68.0,19.0,33.0,39.0,9.0,9.090909090909083,0.0
AR,2015Q2,2015,2,1_Pro-Labor_Expansion,52,5,2,57,0,0.0,50.0,67.5,83.5,18.0,1.0,15,16,15,5,13,9,36.0,47.0,21.0,35.0,38.0,9.0,19.0,23.0,5.0,173.6842105263158,0.0
AR,2015Q3,2015,3,1_Pro-Labor_Expansion,25,5,2,30,0,0.0,50.0,106.5,175.0,39.5,1.0,12,11,5,5,9,5,52.0,57.0,15.0,36.0,47.0,21.0,63.0,68.0,19.0,-60.31746031746032,0.0
AR,2015Q4,2015,4,1_Pro-Labor_Expansion,33,6,3,39,0,0.0,90.0,32.0,137.0,35.0,1.0,20,7,5,5,15,4,25.0,30.0,12.0,52.0,57.0,15.0,35.0,38.0,9.0,-5.714285714285716,50.0
AR,2016Q1,2016,1,1_Pro-Labor_Expansion,23,5,0,28,0,,60.0,,194.0,,1.0,13,8,5,6,12,3,33.0,39.0,20.0,25.0,30.0,12.0,36.0,47.0,21.0,-36.111111111111114,-100.0
AR,2016Q2,2016,2,1_Pro-Labor_Expansion,24,9,2,33,1,0.5,100.0,33.0,92.0,43.5,1.0,13,6,3,4,13,4,23.0,28.0,13.0,33.0,39.0,20.0,52.0,57.0,15.0,-53.84615384615385,0.0
AR,2016Q3,2016,3,1_Pro-Labor_Expansion,27,7,1,34,1,1.0,120.0,26.0,85.0,40.0,1.0,14,6,4,9,12,4,24.0,33.0,13.0,23.0,28.0,13.0,25.0,30.0,12.0,8.000000000000007,-50.0
AR,2016Q4,2016,4,1_Pro-Labor_Expansion,15,2,0,17,0,,200.0,,230.0,,1.0,6,2,3,6,5,2,27.0,34.0,14.0,24.0,33.0,13.0,33.0,39.0,20.0,-54.54545454545454,-100.0
AR,2017Q1,2017,1,2_Employer-Favorable,26,5,1,31,0,0.0,87.5,42.0,200.5,10.0,1.0,15,8,3,4,11,5,15.0,17.0,6.0,27.0,34.0,14.0,23.0,28.0,13.0,13.043478260869556,inf
AR,2017Q2,2017,2,2_Employer-Favorable,39,7,2,46,1,0.5,90.0,94.5,71.0,34.0,1.0,15,9,6,18,13,3,26.0,31.0,15.0,15.0,17.0,6.0,24.0,33.0,13.0,62.5,0.0
AR,2017Q3,2017,3,2_Employer-Favorable,20,10,7,30,2,0.2857142857142857,125.0,4.0,104.5,12.0,1.0,10,2,1,7,12,2,39.0,46.0,15.0,26.0,31.0,15.0,27.0,34.0,14.0,-25.92592592592593,600.0
AR,2017Q4,2017,4,2_Employer-Favorable,26,4,0,30,0,,120.0,,113.5,,1.0,9,2,2,13,10,0,20.0,30.0,10.0,39.0,46.0,15.0,15.0,17.0,6.0,73.33333333333334,
