state,quarter,year,qtr_num,admin_period,ca_count,cb_count,rc_count,ulp_total,rc_certified,rc_cert_rate,ca_employees,rc_employees,ca_median_duration,rc_median_duration,ca_multi_allege_pct,n_retaliation,n_coercion,n_coercive_rules,n_bargaining,n_discrimination,n_surveillance,ca_count_lag1,ulp_total_lag1,n_retaliation_lag1,ca_count_lag2,ulp_total_lag2,n_retaliation_lag2,ca_count_lag4,ulp_total_lag4,n_retaliation_lag4,ca_yoy,rc_yoy
NJ,2016Q1,2016,1,1_Pro-Labor_Expansion,142,56,31,198,18,0.5806451612903226,46.0,12.0,88.0,38.0,1.0,55,23,2,71,53,12,142.0,182.0,54.0,159.0,209.0,59.0,154.0,198.0,50.0,-7.792207792207795,34.78260869565217
NJ,2016Q2,2016,2,1_Pro-Labor_Expansion,150,36,34,186,11,0.3235294117647059,75.0,32.0,89.0,28.0,1.0,53,25,6,74,59,16,142.0,198.0,55.0,142.0,182.0,54.0,113.0,146.0,37.0,32.74336283185841,9.677419354838701
NJ,2016Q3,2016,3,1_Pro-Labor_Expansion,127,33,24,160,12,0.5,59.0,29.0,84.0,31.0,0.9921259842519685,57,11,8,64,50,9,150.0,186.0,53.0,142.0,198.0,55.0,159.0,209.0,59.0,-20.125786163522008,-19.999999999999996
NJ,2016Q4,2016,4,1_Pro-Labor_Expansion,120,40,21,160,5,0.23809523809523808,30.0,10.0,74.5,35.0,1.0,42,12,4,61,33,9,127.0,160.0,57.0,150.0,186.0,53.0,142.0,182.0,54.0,-15.492957746478876,-40.0
NJ,2017Q1,2017,1,2_Employer-Favorable,127,30,29,157,15,0.5357142857142857,50.0,16.0,80.5,39.0,1.0,53,15,1,63,46,19,120.0,160.0,42.0,127.0,160.0,57.0,142.0,198.0,55.0,-10.563380281690138,-6.451612903225811
NJ,2017Q2,2017,2,2_Employer-Favorable,143,38,20,181,9,0.45,72.5,24.0,71.0,34.0,1.0,57,18,7,80,53,23,127.0,157.0,53.0,120.0,160.0,42.0,150.0,186.0,53.0,-4.666666666666663,-41.17647058823529
NJ,2017Q3,2017,3,2_Employer-Favorable,127,40,14,167,5,0.35714285714285715,100.0,52.5,93.0,35.0,0.9921259842519685,43,16,3,62,53,27,143.0,181.0,57.0,127.0,157.0,53.0,127.0,160.0,57.0,0.0,-41.666666666666664
NJ,2017Q4,2017,4,2_Employer-Favorable,104,32,24,136,11,0.4583333333333333,48.5,17.5,73.5,33.5,1.0,42,14,2,53,38,8,127.0,167.0,43.0,143.0,181.0,57.0,120.0,160.0,42.0,-13.33333333333333,14.28571428571428
NJ,2018Q1,2018,1,2_Employer-Favorable,117,43,24,160,15,0.625,40.0,10.0,85.5,37.5,1.0,47,23,3,48,43,15,104.0,136.0,42.0,127.0,167.0,43.0,127.0,157.0,53.0,-7.874015748031493,-17.24137931034483
NJ,2018Q2,2018,2,2_Employer-Favorable,122,35,27,157,13,0.48148148148148145,70.0,18.0,76.0,34.0,1.0,39,17,4,57,37,14,117.0,160.0,47.0,104.0,136.0,42.0,143.0,181.0,57.0,-14.685314685314687,35.00000000000001
NJ,2018Q3,2018,3,2_Employer-Favorable,98,36,17,134,8,0.47058823529411764,47.0,9.0,100.5,34.0,1.0,31,14,2,50,26,26,122.0,157.0,39.0,117.0,160.0,47.0,127.0,167.0,43.0,-22.83464566929134,21.42857142857142
NJ,2018Q4,2018,4,2_Employer-Favorable,111,26,23,137,13,0.5652173913043478,60.0,24.0,80.5,35.0,1.0,33,16,2,59,29,17,98.0,134.0,31.0,122.0,157.0,39.0,104.0,136.0,42.0,6.730769230769229,-4.1666666666666625
NJ,2019Q1,2019,1,2_Employer-Favorable,139,31,22,170,6,0.2727272727272727,50.0,21.5,78.5,18.0,1.0,45,15,3,77,39,25,111.0,137.0,33.0,98.0,134.0,31.0,117.0,160.0,47.0,18.803418803418804,-8.333333333333337
NJ,2019Q2,2019,2,2_Employer-Favorable,131,33,23,164,11,0.4782608695652174,77.0,11.0,72.5,28.0,1.0,44,19,3,73,38,23,139.0,170.0,45.0,111.0,137.0,33.0,122.0,157.0,39.0,7.377049180327866,-14.814814814814813
NJ,2019Q3,2019,3,2_Employer-Favorable,98,38,22,136,11,0.5,80.5,32.5,64.0,30.0,1.0,35,9,6,43,36,22,131.0,164.0,44.0,139.0,170.0,45.0,98.0,134.0,31.0,0.0,29.41176470588236
NJ,2019Q4,2019,4,2_Employer-Favorable,103,33,27,136,14,0.5185185185185185,50.0,15.0,70.5,36.0,1.0,33,14,8,63,34,5,98.0,136.0,35.0,131.0,164.0,44.0,111.0,137.0,33.0,-7.207207207207212,17.391304347826097
NJ,2020Q1,2020,1,2_Employer-Favorable,113,35,24,148,13,0.5416666666666666,50.0,9.0,72.0,34.5,1.0,31,13,5,60,27,18,103.0,136.0,33.0,98.0,136.0,35.0,139.0,170.0,45.0,-18.705035971223015,9.090909090909083
NJ,2020Q2,2020,2,2_Employer-Favorable,105,23,14,128,6,0.46153846153846156,20.0,10.5,98.5,76.0,1.0,40,11,3,66,35,8,113.0,148.0,31.0,103.0,136.0,33.0,131.0,164.0,44.0,-19.84732824427481,-39.13043478260869
NJ,2020Q3,2020,3,2_Employer-Favorable,132,33,11,165,5,0.45454545454545453,12.0,16.0,164.0,91.0,1.0,27,12,2,98,27,19,105.0,128.0,40.0,113.0,148.0,31.0,98.0,136.0,35.0,34.6938775510204,-50.0
NJ,2020Q4,2020,4,2_Employer-Favorable,198,26,10,224,4,0.4,8.0,10.5,153.0,77.5,1.0,32,7,7,147,33,10,132.0,165.0,27.0,105.0,128.0,40.0,103.0,136.0,33.0,92.23300970873787,-62.96296296296296
NJ,2021Q1,2021,1,3_Labor_Restoration,134,23,9,157,5,0.5555555555555556,5.0,8.0,75.0,76.0,1.0,13,9,3,111,13,15,198.0,224.0,32.0,132.0,165.0,27.0,113.0,148.0,31.0,18.584070796460182,-62.5
NJ,2021Q2,2021,2,3_Labor_Restoration,116,26,18,142,8,0.4444444444444444,17.5,35.0,122.0,76.0,1.0,45,10,4,70,43,11,134.0,157.0,13.0,198.0,224.0,32.0,105.0,128.0,40.0,10.476190476190483,28.57142857142858
NJ,2021Q3,2021,3,3_Labor_Restoration,111,25,19,136,14,0.7368421052631579,50.0,20.0,147.0,81.0,0.9819819819819819,28,9,4,74,35,24,116.0,142.0,45.0,134.0,157.0,13.0,132.0,165.0,27.0,-15.909090909090907,72.72727272727273
NJ,2021Q4,2021,4,3_Labor_Restoration,102,32,9,134,5,0.5555555555555556,50.0,15.0,97.0,70.0,1.0,35,10,5,57,35,11,111.0,136.0,28.0,116.0,142.0,45.0,198.0,224.0,32.0,-48.484848484848484,-9.999999999999998
NJ,2022Q1,2022,1,3_Labor_Restoration,90,20,20,110,13,0.65,50.0,16.5,217.5,66.5,0.9777777777777777,35,12,5,48,28,7,102.0,134.0,35.0,111.0,136.0,28.0,134.0,157.0,13.0,-32.83582089552238,122.22222222222223
NJ,2022Q2,2022,2,3_Labor_Restoration,129,35,22,164,10,0.45454545454545453,12.0,27.5,240.0,66.0,0.9844961240310077,39,7,8,76,18,13,90.0,110.0,35.0,102.0,134.0,35.0,116.0,142.0,45.0,11.206896551724132,22.222222222222232
NJ,2022Q3,2022,3,3_Labor_Restoration,148,35,11,183,2,0.18181818181818182,12.0,35.0,365.5,34.0,1.0,36,8,4,107,34,10,129.0,164.0,39.0,90.0,110.0,35.0,111.0,136.0,28.0,33.33333333333333,-42.10526315789473
NJ,2022Q4,2022,4,3_Labor_Restoration,95,24,7,119,2,0.2857142857142857,25.0,15.0,201.0,47.0,1.0,28,12,5,58,19,16,148.0,183.0,36.0,129.0,164.0,39.0,102.0,134.0,35.0,-6.8627450980392135,-22.22222222222222
NJ,2023Q1,2023,1,3_Labor_Restoration,119,35,14,154,1,0.07142857142857142,62.0,7.0,128.0,38.0,1.0,46,11,7,63,39,11,95.0,119.0,28.0,148.0,183.0,36.0,90.0,110.0,35.0,32.22222222222222,-30.000000000000004
NJ,2023Q2,2023,2,3_Labor_Restoration,133,32,23,165,9,0.4090909090909091,50.0,18.0,83.0,40.5,1.0,58,18,11,59,49,18,119.0,154.0,46.0,95.0,119.0,28.0,129.0,164.0,39.0,3.100775193798455,4.545454545454541
NJ,2023Q3,2023,3,3_Labor_Restoration,154,24,20,178,10,0.5,40.0,6.0,131.0,49.0,0.9935064935064936,86,13,8,75,48,21,133.0,165.0,58.0,119.0,154.0,46.0,148.0,183.0,36.0,4.054054054054057,81.81818181818181
NJ,2023Q4,2023,4,4_Cemex_Era,134,29,19,163,8,0.42105263157894735,50.0,30.0,137.0,49.0,1.0,46,16,10,85,45,23,154.0,178.0,86.0,133.0,165.0,58.0,95.0,119.0,28.0,41.05263157894736,171.42857142857144
NJ,2024Q1,2024,1,4_Cemex_Era,142,32,11,174,7,0.6363636363636364,50.0,13.0,136.0,35.0,1.0,59,17,9,72,46,21,134.0,163.0,46.0,154.0,178.0,86.0,119.0,154.0,46.0,19.327731092436974,-21.42857142857143
NJ,2024Q2,2024,2,4_Cemex_Era,115,38,19,153,11,0.5789473684210527,50.0,27.0,178.0,39.0,0.9826086956521739,53,15,6,53,34,16,142.0,174.0,59.0,134.0,163.0,46.0,133.0,165.0,58.0,-13.533834586466165,-17.391304347826086
NJ,2024Q3,2024,3,4_Cemex_Era,132,33,20,165,9,0.47368421052631576,50.0,18.0,147.0,37.0,1.0,51,13,7,70,28,20,115.0,153.0,53.0,142.0,174.0,59.0,154.0,178.0,86.0,-14.28571428571429,0.0
NJ,2024Q4,2024,4,4_Cemex_Era,140,31,19,171,9,0.47368421052631576,82.5,19.0,141.0,42.0,1.0,59,23,10,66,47,13,132.0,165.0,51.0,115.0,153.0,53.0,134.0,163.0,46.0,4.477611940298498,0.0
NM,2013Q1,2013,1,1_Pro-Labor_Expansion,33,6,3,39,0,0.0,500.0,60.0,77.0,7.0,1.0,32,3,1,20,13,0,,,,,,,,,,,
NM,2013Q2,2013,2,1_Pro-Labor_Expansion,39,4,2,43,2,1.0,700.0,5.5,83.0,42.0,0.9743589743589743,37,5,4,29,8,3,33.0,39.0,32.0,,,,,,,,
NM,2013Q3,2013,3,1_Pro-Labor_Expansion,68,1,0,69,0,,700.0,,90.0,,1.0,67,3,3,52,13,1,39.0,43.0,37.0,33.0,39.0,32.0,,,,,
NM,2013Q4,2013,4,1_Pro-Labor_Expansion,39,1,3,40,2,0.6666666666666666,700.0,9.0,81.0,84.0,1.0,38,3,1,26,28,0,68.0,69.0,67.0,39.0,43.0,37.0,,,,,
NM,2014Q1,2014,1,1_Pro-Labor_Expansion,30,3,3,33,1,0.3333333333333333,700.0,23.0,63.0,44.0,1.0,29,3,1,21,9,2,39.0,40.0,38.0,68.0,69.0,67.0,33.0,39.0,32.0,-9.090909090909093,0.0
NM,2014Q2,2014,2,1_Pro-Labor_Expansion,34,3,4,37,3,0.75,500.0,23.0,282.0,36.5,0.9705882352941176,33,7,3,20,11,1,30.0,33.0,29.0,39.0,40.0,38.0,39.0,43.0,37.0,-12.82051282051282,100.0
NM,2014Q3,2014,3,1_Pro-Labor_Expansion,39,2,5,41,1,0.2,426.0,5.0,225.0,42.0,1.0,38,5,3,27,9,4,34.0,37.0,33.0,30.0,33.0,29.0,68.0,69.0,67.0,-42.64705882352941,inf
NM,2014Q4,2014,4,1_Pro-Labor_Expansion,37,6,5,43,4,0.8,700.0,25.0,85.0,48.0,1.0,36,2,0,24,17,4,39.0,41.0,38.0,34.0,37.0,33.0,39.0,40.0,38.0,-5.128205128205132,66.66666666666667
NM,2015Q1,2015,1,1_Pro-Labor_Expansion,56,5,3,61,3,1.0,700.0,26.0,109.5,43.0,1.0,54,2,0,44,10,3,37.0,43.0,36.0,39.0,41.0,38.0,30.0,33.0,29.0,86.66666666666667,0.0
NM,2015Q2,2015,2,1_Pro-Labor_Expansion,40,4,4,44,1,0.25,700.0,47.0,86.0,20.5,1.0,39,3,0,25,8,0,56.0,61.0,54.0,37.0,43.0,36.0,34.0,37.0,33.0,17.647058823529417,0.0
NM,2015Q3,2015,3,1_Pro-Labor_Expansion,37,6,1,43,1,1.0,500.0,5.0,83.0,28.0,1.0,35,4,4,21,6,4,40.0,44.0,39.0,56.0,61.0,54.0,39.0,41.0,38.0,-5.128205128205132,-80.0
NM,2015Q4,2015,4,1_Pro-Labor_Expansion,9,2,3,11,0,0.0,500.0,15.0,174.0,8.0,1.0,8,2,1,5,2,1,37.0,43.0,35.0,40.0,44.0,39.0,37.0,43.0,36.0,-75.67567567567568,-40.0
NM,2016Q1,2016,1,1_Pro-Labor_Expansion,48,6,2,54,2,1.0,700.0,34.5,74.5,30.0,1.0,45,6,2,31,15,5,9.0,11.0,8.0,37.0,43.0,35.0,56.0,61.0,54.0,-14.28571428571429,-33.333333333333336
NM,2016Q2,2016,2,1_Pro-Labor_Expansion,27,6,1,33,0,0.0,320.0,12.0,208.0,7.0,1.0,26,5,4,21,8,1,48.0,54.0,45.0,9.0,11.0,8.0,40.0,44.0,39.0,-32.49999999999999,-75.0
NM,2016Q3,2016,3,1_Pro-Labor_Expansion,33,7,2,40,1,0.5,500.0,45.0,247.0,28.5,1.0,31,4,3,21,11,6,27.0,33.0,26.0,48.0,54.0,45.0,37.0,43.0,35.0,-10.81081081081081,100.0
NM,2016Q4,2016,4,1_Pro-Labor_Expansion,27,4,1,31,0,0.0,250.0,19.0,81.5,23.0,1.0,26,5,4,9,12,2,33.0,40.0,31.0,27.0,33.0,26.0,9.0,11.0,8.0,200.0,-66.66666666666667
NM,2017Q1,2017,1,2_Employer-Favorable,27,3,4,30,1,0.25,260.0,30.0,88.5,14.0,1.0,27,5,6,10,8,1,27.0,31.0,26.0,33.0,40.0,31.0,48.0,54.0,45.0,-43.75,100.0
NM,2017Q2,2017,2,2_Employer-Favorable,30,4,2,34,1,0.5,500.0,29.0,122.0,16.0,1.0,29,2,0,24,6,0,27.0,30.0,27.0,27.0,31.0,26.0,27.0,33.0,26.0,11.111111111111116,100.0
NM,2017Q3,2017,3,2_Employer-Favorable,63,6,2,69,1,0.5,500.0,74.5,226.0,56.5,1.0,62,5,3,49,12,3,30.0,34.0,29.0,27.0,30.0,27.0,33.0,40.0,31.0,90.90909090909092,0.0
NM,2017Q4,2017,4,2_Employer-Favorable,23,14,5,37,3,0.6,500.0,10.0,258.5,31.0,1.0,23,5,4,13,11,1,63.0,69.0,62.0,30.0,34.0,29.0,27.0,31.0,26.0,-14.814814814814813,400.0
NM,2018Q1,2018,1,2_Employer-Favorable,37,7,4,44,2,0.5,500.0,20.5,70.0,20.0,1.0,33,2,2,27,12,0,23.0,37.0,23.0,63.0,69.0,62.0,27.0,30.0,27.0,37.037037037037045,0.0
NM,2018Q2,2018,2,2_Employer-Favorable,60,4,3,64,3,1.0,700.0,6.0,156.0,29.0,1.0,60,4,4,47,3,2,37.0,44.0,33.0,23.0,37.0,23.0,30.0,34.0,29.0,100.0,50.0
NM,2018Q3,2018,3,2_Employer-Favorable,44,6,1,50,0,0.0,500.0,4.0,94.0,14.0,1.0,43,5,2,36,20,2,60.0,64.0,60.0,37.0,44.0,33.0,63.0,69.0,62.0,-30.15873015873016,-50.0
NM,2018Q4,2018,4,2_Employer-Favorable,29,5,0,34,0,,500.0,,103.0,,1.0,10,3,3,22,4,0,44.0,50.0,43.0,60.0,64.0,60.0,23.0,37.0,23.0,26.086956521739136,-100.0
NM,2019Q1,2019,1,2_Employer-Favorable,20,4,5,24,3,0.6,130.0,26.0,399.5,29.0,1.0,6,1,1,15,2,1,29.0,34.0,10.0,44.0,50.0,43.0,37.0,44.0,33.0,-45.945945945945944,25.0
NM,2019Q2,2019,2,2_Employer-Favorable,48,3,4,51,0,0.0,500.0,27.5,25.0,31.0,1.0,9,7,0,38,17,0,20.0,24.0,6.0,29.0,34.0,10.0,60.0,64.0,60.0,-19.999999999999996,33.33333333333333
NM,2019Q3,2019,3,2_Employer-Favorable,22,5,5,27,3,0.6,400.0,8.0,123.0,24.0,1.0,15,0,0,14,8,0,48.0,51.0,9.0,20.0,24.0,6.0,44.0,50.0,43.0,-50.0,400.0
NM,2019Q4,2019,4,2_Employer-Favorable,23,6,2,29,1,0.5,200.0,5.0,112.0,14.5,1.0,22,6,4,12,4,2,22.0,27.0,15.0,48.0,51.0,9.0,29.0,34.0,10.0,-20.68965517241379,inf
NM,2020Q1,2020,1,2_Employer-Favorable,13,6,3,19,2,0.6666666666666666,100.0,12.0,173.5,118.0,1.0,13,4,2,8,3,0,23.0,29.0,22.0,22.0,27.0,15.0,20.0,24.0,6.0,-35.0,-40.0
NM,2020Q2,2020,2,2_Employer-Favorable,11,1,1,12,1,1.0,170.0,5.0,78.0,60.0,1.0,9,0,0,10,1,0,13.0,19.0,13.0,23.0,29.0,22.0,48.0,51.0,9.0,-77.08333333333334,-75.0
NM,2020Q3,2020,3,2_Employer-Favorable,15,5,6,20,2,0.3333333333333333,60.0,23.0,115.0,35.0,1.0,15,2,2,11,5,0,11.0,12.0,9.0,13.0,19.0,13.0,22.0,27.0,15.0,-31.818181818181824,19.999999999999996
NM,2020Q4,2020,4,2_Employer-Favorable,23,12,1,35,1,1.0,140.0,4.0,61.0,63.0,1.0,16,1,2,15,6,1,15.0,20.0,15.0,11.0,12.0,9.0,23.0,29.0,22.0,0.0,-50.0
NM,2021Q1,2021,1,3_Labor_Restoration,32,7,0,39,0,,60.0,,173.0,,0.96875,31,4,4,19,4,1,23.0,35.0,16.0,15.0,20.0,15.0,13.0,19.0,13.0,146.15384615384616,-100.0
NM,2021Q2,2021,2,3_Labor_Restoration,37,12,3,49,1,0.3333333333333333,75.0,5.0,149.0,74.0,1.0,36,5,6,24,7,1,32.0,39.0,31.0,23.0,35.0,16.0,11.0,12.0,9.0,236.36363636363637,200.0
NM,2021Q3,2021,3,3_Labor_Restoration,20,9,1,29,1,1.0,100.0,26.0,61.5,65.0,1.0,20,0,2,15,0,0,37.0,49.0,36.0,32.0,39.0,31.0,15.0,20.0,15.0,33.33333333333333,-83.33333333333334
NM,2021Q4,2021,4,3_Labor_Restoration,23,8,1,31,0,0.0,165.0,3.0,203.0,19.0,0.9130434782608695,21,1,2,18,2,2,20.0,29.0,20.0,37.0,49.0,36.0,23.0,35.0,16.0,0.0,0.0
NM,2022Q1,2022,1,3_Labor_Restoration,29,11,5,40,2,0.4,250.0,18.0,63.0,34.0,1.0,27,4,5,15,7,4,23.0,31.0,21.0,20.0,29.0,20.0,32.0,39.0,31.0,-9.375,inf
NM,2022Q2,2022,2,3_Labor_Restoration,19,4,4,23,2,0.5,51.0,14.0,86.0,182.0,1.0,19,0,0,12,6,0,29.0,40.0,27.0,23.0,31.0,21.0,37.0,49.0,36.0,-48.64864864864865,33.33333333333333
NM,2022Q3,2022,3,3_Labor_Restoration,31,4,6,35,3,0.5,136.0,26.5,449.0,71.5,1.0,28,4,0,14,11,2,19.0,23.0,19.0,29.0,40.0,27.0,20.0,29.0,20.0,55.00000000000001,500.0
NM,2022Q4,2022,4,3_Labor_Restoration,31,3,3,34,0,0.0,150.0,17.0,154.5,58.0,1.0,31,2,3,25,8,2,31.0,35.0,28.0,19.0,23.0,19.0,23.0,31.0,21.0,34.78260869565217,200.0
NM,2023Q1,2023,1,3_Labor_Restoration,35,4,6,39,5,0.8333333333333334,200.0,8.0,271.0,56.5,1.0,35,3,2,16,11,0,31.0,34.0,31.0,31.0,35.0,28.0,29.0,40.0,27.0,20.68965517241379,19.999999999999996
NM,2023Q2,2023,2,3_Labor_Restoration,33,5,2,38,1,0.5,100.0,21.0,482.0,34.0,1.0,33,4,2,16,16,0,35.0,39.0,35.0,31.0,34.0,31.0,19.0,23.0,19.0,73.6842105263158,-50.0
NM,2023Q3,2023,3,4_Cemex_Era,33,7,3,40,3,1.0,75.0,40.0,523.5,83.0,1.0,33,7,6,17,11,1,33.0,38.0,33.0,35.0,39.0,35.0,31.0,35.0,28.0,6.451612903225801,-50.0
NM,2023Q4,2023,4,4_Cemex_Era,35,12,8,47,4,0.5,300.0,8.0,758.5,49.5,1.0,35,5,4,21,11,2,33.0,40.0,33.0,33.0,38.0,33.0,31.0,34.0,31.0,12.903225806451623,166.66666666666666
NM,2024Q1,2024,1,4_Cemex_Era,34,5,1,39,0,0.0,140.0,8.0,472.0,10.0,1.0,33,4,2,23,7,3,35.0,47.0,35.0,33.0,40.0,33.0,35.0,39.0,35.0,-2.857142857142858,-83.33333333333334
NM,2024Q2,2024,2,4_Cemex_Era,23,11,1,34,1,1.0,180.0,63.0,340.0,37.0,1.0,23,3,5,9,9,0,34.0,39.0,33.0,35.0,47.0,35.0,33.0,38.0,33.0,-30.303030303030297,-50.0
NM,2024Q3,2024,3,4_Cemex_Era,38,12,4,50,2,0.6666666666666666,175.0,50.5,399.0,160.0,1.0,38,5,2,18,16,1,23.0,34.0,23.0,34.0,39.0,33.0,33.0,40.0,33.0,15.15151515151516,33.33333333333333
NM,2024Q4,2024,4,4_Cemex_Era,24,4,2,28,2,1.0,130.0,11.0,441.0,44.0,1.0,24,2,3,16,4,1,38.0,50.0,38.0,23.0,34.0,23.0,35.0,47.0,35.0,-31.428571428571427,-75.0
NV,2013Q1,2013,1,1_Pro-Labor_Expansion,52,15,12,67,3,0.25,150.0,13.5,65.5,31.5,1.0,48,6,2,16,30,7,,,,,,,,,,,
NV,2013Q2,2013,2,1_Pro-Labor_Expansion,87,16,10,103,8,0.8,300.0,30.5,57.0,39.0,1.0,83,16,3,29,47,2,52.0,67.0,48.0,,,,,,,,
NV,2013Q3,2013,3,1_Pro-Labor_Expansion,73,21,9,94,6,0.6666666666666666,400.0,23.0,72.0,53.0,1.0,66,8,1,25,41,4,87.0,103.0,83.0,52.0,67.0,48.0,,,,,
NV,2013Q4,2013,4,1_Pro-Labor_Expansion,59,10,11,69,6,0.5454545454545454,200.0,15.0,66.0,34.0,1.0,56,10,2,18,32,7,73.0,94.0,66.0,87.0,103.0,83.0,,,,,
NV,2014Q1,2014,1,1_Pro-Labor_Expansion,85,16,14,101,3,0.21428571428571427,500.0,12.5,70.0,46.0,1.0,76,8,1,46,29,4,59.0,69.0,56.0,73.0,94.0,66.0,52.0,67.0,48.0,63.46153846153846,16.666666666666675
NV,2014Q2,2014,2,1_Pro-Labor_Expansion,104,19,13,123,7,0.5384615384615384,280.0,14.0,119.5,42.0,1.0,97,12,7,49,38,3,85.0,101.0,76.0,59.0,69.0,56.0,87.0,103.0,83.0,19.54022988505748,30.000000000000004
NV,2014Q3,2014,3,1_Pro-Labor_Expansion,63,7,7,70,4,0.5714285714285714,280.0,11.0,98.0,47.0,1.0,56,9,7,17,30,6,104.0,123.0,97.0,85.0,101.0,76.0,73.0,94.0,66.0,-13.698630136986301,-22.22222222222222
NV,2014Q4,2014,4,1_Pro-Labor_Expansion,65,15,15,80,3,0.2,100.0,18.0,84.0,41.0,1.0,61,12,5,14,29,4,63.0,70.0,56.0,104.0,123.0,97.0,59.0,69.0,56.0,10.169491525423723,36.36363636363635
NV,2015Q1,2015,1,1_Pro-Labor_Expansion,71,22,4,93,1,0.25,500.0,72.0,64.0,48.5,1.0,66,8,6,18,39,5,65.0,80.0,61.0,63.0,70.0,56.0,85.0,101.0,76.0,-16.470588235294116,-71.42857142857143
NV,2015Q2,2015,2,1_Pro-Labor_Expansion,80,28,14,108,10,0.7142857142857143,75.0,20.5,87.0,31.0,1.0,70,9,14,26,38,8,71.0,93.0,66.0,65.0,80.0,61.0,104.0,123.0,97.0,-23.076923076923073,7.692307692307687
NV,2015Q3,2015,3,1_Pro-Labor_Expansion,101,16,14,117,7,0.5,415.0,16.5,92.0,27.0,0.9801980198019802,92,15,7,32,48,8,80.0,108.0,70.0,71.0,93.0,66.0,63.0,70.0,56.0,60.31746031746032,100.0
NV,2015Q4,2015,4,1_Pro-Labor_Expansion,82,8,10,90,7,0.7,165.0,31.5,83.5,28.0,0.9878048780487805,76,10,4,27,39,4,101.0,117.0,92.0,80.0,108.0,70.0,65.0,80.0,61.0,26.15384615384615,-33.333333333333336
NV,2016Q1,2016,1,1_Pro-Labor_Expansion,80,6,4,86,1,0.25,200.0,37.0,76.0,17.0,0.9875,77,10,11,30,35,5,82.0,90.0,76.0,101.0,117.0,92.0,71.0,93.0,66.0,12.676056338028175,0.0
NV,2016Q2,2016,2,1_Pro-Labor_Expansion,101,21,8,122,6,0.75,400.0,26.0,79.0,22.5,0.9900990099009901,97,10,6,29,42,6,80.0,86.0,77.0,82.0,90.0,76.0,80.0,108.0,70.0,26.249999999999996,-42.85714285714286
NV,2016Q3,2016,3,1_Pro-Labor_Expansion,127,17,11,144,8,0.7272727272727273,211.0,29.0,72.0,30.0,0.9921259842519685,121,12,18,24,68,5,101.0,122.0,97.0,80.0,86.0,77.0,101.0,117.0,92.0,25.742574257425744,-21.42857142857143
NV,2016Q4,2016,4,1_Pro-Labor_Expansion,78,11,9,89,5,0.5555555555555556,400.0,20.0,79.5,23.0,0.9871794871794872,76,5,10,23,31,6,127.0,144.0,121.0,101.0,122.0,97.0,82.0,90.0,76.0,-4.878048780487809,-9.999999999999998
NV,2017Q1,2017,1,2_Employer-Favorable,103,26,19,129,5,0.2631578947368421,400.0,27.0,88.0,28.0,1.0,97,8,16,33,31,10,78.0,89.0,76.0,127.0,144.0,121.0,80.0,86.0,77.0,28.750000000000007,375.0
NV,2017Q2,2017,2,2_Employer-Favorable,100,18,6,118,5,0.8333333333333334,130.0,14.5,88.5,32.0,1.0,92,15,14,25,40,6,103.0,129.0,97.0,78.0,89.0,76.0,101.0,122.0,97.0,-0.990099009900991,-25.0
NV,2017Q3,2017,3,2_Employer-Favorable,92,22,10,114,4,0.4,105.0,15.5,78.0,30.5,1.0,88,9,15,31,32,7,100.0,118.0,92.0,103.0,129.0,97.0,127.0,144.0,121.0,-27.55905511811023,-9.090909090909093
NV,2017Q4,2017,4,2_Employer-Favorable,78,8,5,86,3,0.6,200.0,11.0,82.5,29.0,0.9871794871794872,69,6,11,42,15,6,92.0,114.0,88.0,100.0,118.0,92.0,78.0,89.0,76.0,0.0,-44.44444444444444
NV,2018Q1,2018,1,2_Employer-Favorable,119,24,9,143,6,0.6666666666666666,400.0,43.0,90.5,30.0,0.9915966386554622,107,13,9,55,39,7,78.0,86.0,69.0,92.0,114.0,88.0,103.0,129.0,97.0,15.533980582524265,-52.63157894736843
NV,2018Q2,2018,2,2_Employer-Favorable,93,19,11,112,8,0.7272727272727273,250.0,30.0,97.5,31.0,1.0,81,9,11,34,41,3,119.0,143.0,107.0,78.0,86.0,69.0,100.0,118.0,92.0,-6.999999999999995,83.33333333333333
NV,2018Q3,2018,3,2_Employer-Favorable,125,13,5,138,3,0.6,800.0,55.0,237.5,34.0,0.992,118,7,8,68,58,6,93.0,112.0,81.0,119.0,143.0,107.0,92.0,114.0,88.0,35.86956521739131,-50.0
NV,2018Q4,2018,4,2_Employer-Favorable,104,24,9,128,6,0.75,500.0,79.0,151.0,31.5,1.0,84,9,9,56,36,7,125.0,138.0,118.0,93.0,112.0,81.0,78.0,86.0,69.0,33.33333333333333,80.0
NV,2019Q1,2019,1,2_Employer-Favorable,107,30,10,137,8,0.8,500.0,150.5,246.0,36.0,1.0,83,10,5,47,38,8,104.0,128.0,84.0,125.0,138.0,118.0,119.0,143.0,107.0,-10.084033613445376,11.111111111111116
NV,2019Q2,2019,2,2_Employer-Favorable,77,23,13,100,6,0.46153846153846156,410.0,8.0,280.5,29.0,1.0,68,7,9,38,27,4,107.0,137.0,83.0,104.0,128.0,84.0,93.0,112.0,81.0,-17.204301075268813,18.181818181818187
